Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Payment Mode,AvgDeivery
90,CA-2019-109806,"Tuesday, September 17, 2019","Sunday, September 22, 2019",Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,6.633,Online,5
3413,CA-2019-100244,"Friday, September 20, 2019","Tuesday, September 24, 2019",Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,11.76,4,3.1752,Cards,4
4519,CA-2019-101385,"Wednesday, September 25, 2019","Tuesday, October 1, 2019",Standard Class,JW-16075,Julia West,Consumer,United States,San Francisco,California,West,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,16.56,4,6.9552,Cards,6
9842,US-2019-125402,"Wednesday, September 25, 2019","Tuesday, October 1, 2019",Standard Class,DL-12865,Dan Lawera,Consumer,United States,Long Beach,California,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,5.76,2,1.6704,Online,6
5215,CA-2019-145898,"Thursday, September 26, 2019","Thursday, September 26, 2019",Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4,5,13.452,COD,0
136,CA-2019-145583,"Sunday, October 13, 2019","Saturday, October 19, 2019",Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,3.456,COD,6
9708,CA-2019-161746,"Monday, October 21, 2019","Sunday, October 27, 2019",Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Los Angeles,California,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,12.39,3,5.6994,Online,6
6135,CA-2019-146766,"Monday, November 4, 2019","Monday, November 4, 2019",Same Day,TT-21220,Thomas Thornton,Consumer,United States,Chula Vista,California,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8,4,55.912,Cards,0
5048,CA-2019-158694,"Sunday, November 10, 2019","Wednesday, November 13, 2019",Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-AR-10001227,Office Supplies,Art,Newell 338,14.7,5,3.969,Online,3
6030,US-2019-112970,"Thursday, November 14, 2019","Friday, November 15, 2019",First Class,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,9.84,3,2.8536,Online,1
9651,CA-2019-107104,"Tuesday, November 26, 2019","Saturday, November 30, 2019",Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,37.17,9,10.4076,Online,4
9205,CA-2019-104689,"Sunday, December 1, 2019","Thursday, December 5, 2019",Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",23.04,8,6.912,Cards,4
7910,CA-2019-149762,"Tuesday, December 3, 2019","Saturday, December 7, 2019",Standard Class,RD-19720,Roger Demir,Consumer,United States,Morgan Hill,California,West,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,21.92,8,5.9184,Online,4
9975,US-2019-103674,"Friday, December 6, 2019","Tuesday, December 10, 2019",Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,18.69,7,5.2332,Online,4
3479,CA-2019-131289,"Sunday, December 8, 2019","Saturday, December 14, 2019",Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,2.4824,COD,6
7052,CA-2019-165330,"Wednesday, December 11, 2019","Wednesday, December 11, 2019",Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32,2,6.0632,Online,0
3687,CA-2019-102792,"Friday, December 13, 2019","Thursday, December 19, 2019",Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Riverside,California,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,9.84,3,3.2472,COD,6
4596,CA-2019-129868,"Thursday, December 26, 2019","Tuesday, December 31, 2019",Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,53.97,3,15.1116,COD,5
9492,CA-2020-111738,"Friday, January 3, 2020","Tuesday, January 7, 2020",Standard Class,CM-12385,Christopher Martinez,Consumer,United States,San Francisco,California,West,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,125.12,3,3.1008,Online,4
5068,CA-2020-160934,"Wednesday, January 15, 2020","Sunday, January 19, 2020",Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Los Angeles,California,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,108.4,5,6.206,Online,4
2408,CA-2020-144589,"Monday, January 20, 2020","Saturday, January 25, 2020",Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,152.2,5,7.986,COD,5
5030,CA-2020-139304,"Wednesday, January 29, 2020","Sunday, February 2, 2020",Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,West,OFF-AR-10001216,Office Supplies,Art,Newell 339,96.34,3,2.1684,Online,4
4144,CA-2020-112725,"Thursday, January 30, 2020","Thursday, February 6, 2020",Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",107.74,7,5.733,Online,7
4145,CA-2020-112725,"Thursday, January 30, 2020","Thursday, February 6, 2020",Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,West,OFF-AR-10001227,Office Supplies,Art,Newell 338,131.82,3,2.3814,COD,7
3963,CA-2020-134838,"Wednesday, February 19, 2020","Thursday, February 20, 2020",First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,133.84,3,3.4668,Online,1
420,CA-2020-110478,"Wednesday, March 4, 2020","Monday, March 9, 2020",Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,West,OFF-AR-10001573,Office Supplies,Art,American Pencil,122.32,4,2.7028,Online,5
6512,CA-2020-167640,"Friday, March 6, 2020","Tuesday, March 10, 2020",Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,West,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,117.88,6,8.1192,Cards,4
4885,CA-2020-104080,"Sunday, March 8, 2020","Sunday, March 15, 2020",Standard Class,AH-10210,Alan Hwang,Consumer,United States,Anaheim,California,West,OFF-AR-10001972,Office Supplies,Art,Newell 323,77.36,2,0.8736,Online,7
9014,CA-2020-143084,"Wednesday, March 18, 2020","Sunday, March 22, 2020",Standard Class,BP-11050,Barry Pond,Corporate,United States,Los Angeles,California,West,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,108.9,5,3.753,COD,4
2384,US-2020-117534,"Wednesday, March 25, 2020","Thursday, March 26, 2020",First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,West,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,117.02,9,4.4856,COD,1
7503,US-2020-120147,"Monday, March 30, 2020","Monday, March 30, 2020",Same Day,TB-21400,Tom Boeckenhauer,Consumer,United States,Los Angeles,California,West,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,70.08,2,2.0672,Cards,0
2002,CA-2020-166128,"Saturday, April 11, 2020","Saturday, April 18, 2020",Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,West,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",145.86,7,14.2324,Online,7
4637,CA-2020-168228,"Monday, April 27, 2020","Wednesday, April 29, 2020",First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,West,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",169.92,4,33.4584,Cards,2
4638,CA-2020-168228,"Monday, April 27, 2020","Wednesday, April 29, 2020",First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,87.39,3,5.6994,Online,2
4639,CA-2020-168228,"Monday, April 27, 2020","Wednesday, April 29, 2020",First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,148.3,2,12.298,COD,2
5526,CA-2020-154501,"Thursday, April 30, 2020","Tuesday, May 5, 2020",Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Los Angeles,California,West,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,117.78,2,4.0098,COD,5
7394,CA-2020-147844,"Saturday, May 2, 2020","Wednesday, May 6, 2020",Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,West,OFF-AR-10001615,Office Supplies,Art,Newell 34,146.52,3,15.4752,Cards,4
7610,CA-2020-163209,"Sunday, May 3, 2020","Thursday, May 7, 2020",Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,OFF-AR-10003651,Office Supplies,Art,Newell 350,149.96,7,6.6584,COD,4
3626,CA-2020-113530,"Tuesday, May 19, 2020","Thursday, May 21, 2020",Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,102.52,2,1.0208,Online,2
3627,CA-2020-113530,"Tuesday, May 19, 2020","Thursday, May 21, 2020",Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,95.58,1,1.395,Online,2
9248,CA-2020-130106,"Friday, May 22, 2020","Tuesday, May 26, 2020",Standard Class,VF-21715,Vicky Freymann,Home Office,United States,San Francisco,California,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,116.78,1,0.7228,Online,4
9247,CA-2020-130106,"Friday, May 22, 2020","Tuesday, May 26, 2020",Standard Class,VF-21715,Vicky Freymann,Home Office,United States,San Francisco,California,West,OFF-AR-10003651,Office Supplies,Art,Newell 350,102.84,3,2.8536,Online,4
7245,US-2020-151127,"Friday, May 22, 2020","Monday, May 25, 2020",First Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,155.56,7,18.8328,Online,3
9687,CA-2020-116498,"Saturday, May 30, 2020","Wednesday, June 3, 2020",Standard Class,KA-16525,Kelly Andreada,Consumer,United States,San Diego,California,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",2049.1,6,10.179,COD,4
7262,CA-2020-137001,"Wednesday, June 10, 2020","Saturday, June 13, 2020",Second Class,GZ-14545,George Zrebassa,Corporate,United States,Thousand Oaks,California,West,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",113.7,7,4.116,Cards,3
2289,CA-2020-143343,"Wednesday, June 10, 2020","Saturday, June 13, 2020",First Class,BW-11200,Ben Wallace,Consumer,United States,Los Angeles,California,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,122.4,5,4.756,COD,3
2873,CA-2020-135167,"Monday, June 15, 2020","Saturday, June 20, 2020",Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Los Angeles,California,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",97.26,1,1.7466,Online,5
417,CA-2020-122105,"Wednesday, June 24, 2020","Sunday, June 28, 2020",Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Huntington Beach,California,West,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,125.92,8,25.8984,Online,4
1511,CA-2020-100384,"Wednesday, June 24, 2020","Wednesday, July 1, 2020",Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Pomona,California,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,431.6,8,111.824,COD,7
1512,CA-2020-100384,"Wednesday, June 24, 2020","Wednesday, July 1, 2020",Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Pomona,California,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,135.82,9,11.8206,Online,7
4710,CA-2020-138149,"Monday, June 29, 2020","Tuesday, June 30, 2020",First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,West,OFF-AR-10000255,Office Supplies,Art,Newell 328,88.68,2,3.0368,COD,1
7499,CA-2020-121048,"Tuesday, July 14, 2020","Saturday, July 18, 2020",Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",103.92,4,20.8568,Online,4
7084,CA-2020-118724,"Tuesday, July 21, 2020","Saturday, July 25, 2020",Second Class,AR-10825,Anthony Rawles,Corporate,United States,Concord,California,West,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,97.52,2,1.6896,Cards,4
2866,US-2020-103828,"Thursday, August 13, 2020","Thursday, August 13, 2020",Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,108.52,3,15.4752,Online,0
2399,CA-2020-169264,"Friday, August 14, 2020","Sunday, August 16, 2020",Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,California,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,135.68,6,4.3368,COD,2
3335,US-2020-109253,"Friday, August 21, 2020","Saturday, August 22, 2020",First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,West,OFF-AR-10000203,Office Supplies,Art,Newell 336,107.12,4,4.9648,COD,1
1266,CA-2020-110380,"Wednesday, September 2, 2020","Monday, September 7, 2020",Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,San Francisco,California,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,115.57,3,1.7739,COD,5
3934,CA-2020-123001,"Wednesday, September 2, 2020","Tuesday, September 8, 2020",Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,West,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",101.4,5,2.726,Online,6
3587,CA-2020-161823,"Thursday, September 3, 2020","Tuesday, September 8, 2020",Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,San Francisco,California,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",105.96,2,1.6688,Online,5
5579,CA-2020-137498,"Wednesday, September 9, 2020","Monday, September 14, 2020",Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,132.56,2,1.9024,COD,5
6518,US-2020-116652,"Tuesday, September 15, 2020","Saturday, September 19, 2020",Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,West,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,139.3,10,41.706,COD,4
276,CA-2020-118136,"Wednesday, September 16, 2020","Thursday, September 17, 2020",First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,92.98,1,1.5548,Online,1
142,CA-2020-106180,"Friday, September 18, 2020","Wednesday, September 23, 2020",Standard Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,116.82,3,2.3814,COD,5
6723,CA-2020-102974,"Saturday, September 19, 2020","Thursday, September 24, 2020",Standard Class,DP-13105,Dave Poirier,Corporate,United States,Los Angeles,California,West,OFF-AR-10004956,Office Supplies,Art,Newell 33,100.74,3,4.8546,COD,5
6722,CA-2020-102974,"Saturday, September 19, 2020","Thursday, September 24, 2020",Standard Class,DP-13105,Dave Poirier,Corporate,United States,Los Angeles,California,West,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,146.32,2,6.0632,Online,5
7663,US-2020-141509,"Tuesday, September 29, 2020","Thursday, October 1, 2020",First Class,SC-20575,Sonia Cooley,Consumer,United States,Los Angeles,California,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,149.2,5,25.792,Cards,2
5942,CA-2020-112431,"Monday, October 12, 2020","Wednesday, October 14, 2020",Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,118.88,2,1.5876,Online,2
1329,CA-2020-106033,"Thursday, October 15, 2020","Sunday, October 18, 2020",Second Class,FG-14260,Frank Gastineau,Home Office,United States,San Francisco,California,West,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,114.92,4,26.376,COD,3
3864,CA-2020-123246,"Saturday, October 17, 2020","Monday, October 19, 2020",Second Class,AJ-10960,Astrea Jones,Consumer,United States,San Diego,California,West,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,139.64,4,2.7664,Online,2
1711,CA-2020-123491,"Friday, October 30, 2020","Thursday, November 5, 2020",Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,89.9,5,6.567,Online,6
4586,US-2020-163790,"Monday, November 2, 2020","Wednesday, November 4, 2020",Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,West,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,102.8,5,4.224,Cards,2
1231,CA-2020-100013,"Friday, November 6, 2020","Wednesday, November 11, 2020",Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,West,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,95.68,2,1.7608,COD,5
6962,CA-2020-162096,"Tuesday, November 10, 2020","Tuesday, November 10, 2020",Same Day,TB-21190,Thomas Brumley,Home Office,United States,Riverside,California,West,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,115.8,3,2.106,COD,0
9732,CA-2020-124261,"Saturday, November 14, 2020","Thursday, November 19, 2020",Standard Class,JE-15715,Joe Elijah,Consumer,United States,Los Angeles,California,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,127.24,8,9.9296,Online,5
4776,CA-2020-108091,"Monday, November 16, 2020","Saturday, November 21, 2020",Standard Class,EK-13795,Eileen Kiefer,Home Office,United States,Escondido,California,West,OFF-AR-10000255,Office Supplies,Art,Newell 328,129.36,4,6.0736,Online,5
2244,CA-2020-103380,"Saturday, November 21, 2020","Wednesday, November 25, 2020",Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,113.56,2,1.4456,COD,4
6147,CA-2020-105130,"Saturday, November 21, 2020","Wednesday, November 25, 2020",Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,119.76,4,3.1752,Cards,4
4765,CA-2020-123701,"Tuesday, November 24, 2020","Friday, November 27, 2020",First Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,West,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,117.76,4,9.9936,COD,3
8684,CA-2020-101665,"Wednesday, November 25, 2020","Tuesday, December 1, 2020",Standard Class,TZ-21580,Tracy Zic,Consumer,United States,San Francisco,California,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,100.16,2,1.3416,Online,6
6272,CA-2020-102379,"Wednesday, December 2, 2020","Sunday, December 6, 2020",Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,West,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,202.9,5,44.975,Cards,4
2353,CA-2020-109701,"Wednesday, December 2, 2020","Thursday, December 3, 2020",Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,121.08,6,5.04,Online,1
4291,CA-2020-102407,"Wednesday, December 9, 2020","Sunday, December 13, 2020",Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,98.16,2,2.79,Cards,4
9048,CA-2020-137463,"Wednesday, December 16, 2020","Sunday, December 20, 2020",Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,West,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,317.95,5,8.6855,COD,4
8479,CA-2020-158736,"Friday, December 18, 2020","Thursday, December 24, 2020",Standard Class,TT-21460,Tonja Turnell,Home Office,United States,San Francisco,California,West,OFF-AR-10002578,Office Supplies,Art,Newell 335,293.76,2,1.6704,Online,6
2887,CA-2020-102099,"Friday, December 18, 2020","Saturday, December 19, 2020",First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,385.63,3,1.7901,Cards,1
514,CA-2020-163405,"Monday, December 21, 2020","Friday, December 25, 2020",Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,420.63,3,1.7901,Cards,4
515,CA-2020-163405,"Monday, December 21, 2020","Friday, December 25, 2020",Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,302.88,2,1.7052,COD,4
883,US-2020-123463,"Wednesday, December 23, 2020","Wednesday, December 23, 2020",Same Day,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco,California,West,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",457.48,4,5.9312,Cards,0
2473,US-2019-135923,"Tuesday, January 22, 2019","Monday, January 28, 2019",Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,6.4864,COD,6
1821,CA-2019-168956,"Saturday, February 16, 2019","Wednesday, February 20, 2019",Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,6,-225.5568,Online,4
2345,CA-2019-119025,"Friday, February 22, 2019","Thursday, February 28, 2019",Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Milwaukee,Wisconsin,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,490.32,9,137.2896,Online,6
1579,CA-2019-102456,"Wednesday, February 27, 2019","Friday, March 1, 2019",First Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,3,49.5552,COD,2
8982,CA-2019-110898,"Wednesday, March 6, 2019","Tuesday, March 12, 2019",Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2.334,3,-6.3018,Cards,6
8812,US-2019-140172,"Friday, March 8, 2019","Wednesday, March 13, 2019",Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Jackson,Michigan,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,207.144,3,48.3336,COD,5
5958,CA-2019-127138,"Tuesday, March 12, 2019","Friday, March 15, 2019",Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,West,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5,40.274,Cards,3
152,CA-2019-158834,"Wednesday, March 13, 2019","Saturday, March 16, 2019",First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,West,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,17.766,Cards,3
2365,US-2019-108637,"Wednesday, March 13, 2019","Monday, March 18, 2019",Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,44.8896,COD,5
4401,CA-2019-131737,"Sunday, March 17, 2019","Sunday, March 17, 2019",Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95,3,297.6435,Online,0
6474,CA-2019-113292,"Monday, March 18, 2019","Wednesday, March 20, 2019",Second Class,DB-13060,Dave Brooks,Consumer,United States,Columbia,Tennessee,South,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,871.8,3,87.18,Online,2
648,CA-2019-103947,"Monday, April 1, 2019","Monday, April 8, 2019",Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144,2,3.0144,Online,7
9935,CA-2019-114405,"Sunday, April 7, 2019","Friday, April 12, 2019",Standard Class,AS-10240,Alan Shonely,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,33.528,3,2.5146,COD,5
6736,CA-2019-123358,"Wednesday, April 10, 2019","Wednesday, April 17, 2019",Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,113.76,3,44.3664,COD,7
7780,CA-2019-139381,"Thursday, April 18, 2019","Monday, April 22, 2019",Standard Class,RF-19840,Roy Französisch,Consumer,United States,Chesapeake,Virginia,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,203.92,4,55.0584,Online,4
1272,US-2019-103646,"Sunday, April 21, 2019","Friday, April 26, 2019",Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3,-126.8592,Online,5
467,CA-2019-109869,"Monday, April 22, 2019","Monday, April 29, 2019",Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,5.8704,COD,7
